GENESIS-Tabelle: Darmstadt
Einpendelverflechtungen nach Geschlecht - Jahr - regionale;;;;;;
Tiefe: Gemeinden bzw. Gemeindeverbände;;;;;;
Pendlerrechnung der Länder;;;;;;
Stichtag: 30.06.2022;;;;;;
Arbeitsort: Darmstadt, Wissenschaftsstadt;;;;;;
;;Einpendelnde von ...;Einpendelnde von ...;Einpendelnde von ...;Anteil an allen Einpendelnden in den Arbeitsort;Luftlinienentfernung
;;Insgesamt;männlich;weiblich;;
;;Anzahl;Anzahl;Anzahl;Prozent;km
033520011011;Cuxhaven, Stadt;-;-;-;-;-
033520032032;Loxstedt;-;-;-;-;-
033520050050;Schiffdorf;-;-;-;-;-
033520059059;Beverstedt;-;-;-;-;-
033520060060;Hagen im Bremischen;-;-;-;-;-
033520061061;Wurster Nordseeküste;-;-;-;-;-
033520062062;Geestland, Stadt;-;-;-;-;-
033525404002;Armstorf;-;-;-;-;-
033525404024;Hollnseth;-;-;-;-;-
033525404029;Lamstedt;-;-;-;-;-
033525404036;Mittelstenahe;-;-;-;-;-
033525404052;Stinstedt;-;-;-;-;-
033525407020;Hechthausen;-;-;-;-;-
033525407022;Hemmoor, Stadt;-;-;-;-;-
033525407044;Osten;-;-;-;-;-
033525411004;Belum;-;-;-;-;-
033525411008;Bülkau;-;-;-;-;-
033525411025;Ihlienworth;-;-;-;-;-
033525411038;Neuenkirchen;-;-;-;-;-
033525411039;Neuhaus (Oste), Flecken;-;-;-;-;-
033525411041;Nordleda;-;-;-;-;-
033525411042;Oberndorf;-;-;-;-;-
033525411043;Odisheim;-;-;-;-;-
033525411045;Osterbruch;-;-;-;-;-
033525411046;Otterndorf, Stadt;-;-;-;-;-
033525411051;Steinau;-;-;-;-;-
033525411055;Wanna;-;-;-;-;-
033525411056;Wingst;-;-;-;-;-
033525411063;Cadenberge;-;-;-;-;-
033530005005;Buchholz in der Nordheide, Stadt;-;-;-;-;-
033530026026;Neu Wulmstorf;-;-;-;-;-
033530029029;Rosengarten;-;-;-;-;-
033530031031;Seevetal;-;-;-;-;-
033530032032;Stelle;-;-;-;-;-
033530040040;Winsen (Luhe), Stadt;-;-;-;-;-
033535401007;Drage;-;-;-;-;-
033535401023;Marschacht;-;-;-;-;-
033535401033;Tespe;-;-;-;-;-
033535402002;Asendorf;-;-;-;-;-
033535402004;Brackel;-;-;-;-;-
033535402009;Egestorf;-;-;-;-;-
033535402016;Hanstedt;-;-;-;-;-
033535402024;Marxen;-;-;-;-;-
033535402036;Undeloh;-;-;-;-;-
033535403001;Appel;-;-;-;-;-
033535403008;Drestedt;-;-;-;-;-
033535403014;Halvesbostel;-;-;-;-;-
033535403019;Hollenstedt;-;-;-;-;-
033535403025;Moisburg;-;-;-;-;-
033535403028;Regesbostel;-;-;-;-;-
033535403039;Wenzendorf;-;-;-;-;-
033535404003;Bendestorf;-;-;-;-;-
033535404017;Harmstorf;-;-;-;-;-
033535404020;Jesteburg;-;-;-;-;-
033535405010;Eyendorf;-;-;-;-;-
033535405011;Garlstorf;-;-;-;-;-
033535405012;Garstedt;-;-;-;-;-
033535405013;Gödenstorf;-;-;-;-;-
033535405030;Salzhausen;-;-;-;-;-
033535405034;Toppenstedt;-;-;-;-;-
033535405037;Vierhöfen;-;-;-;-;-
033535405042;Wulfsen;-;-;-;-;-
033535406006;Dohren;-;-;-;-;-
033535406015;Handeloh;-;-;-;-;-
033535406018;Heidenau;-;-;-;-;-
033535406021;Kakenstorf;-;-;-;-;-
033535406022;Königsmoor;-;-;-;-;-
033535406027;Otter;-;-;-;-;-
033535406035;Tostedt;-;-;-;-;-
033535406038;Welle;-;-;-;-;-
033535406041;Wistedt;-;-;-;-;-
033545403005;Gartow, Flecken;-;-;-;-;-
033545403007;Gorleben;-;-;-;-;-
033545403010;Höhbeck;-;-;-;-;-
033545403020;Prezelle;-;-;-;-;-
033545403021;Schnackenburg, Stadt;-;-;-;-;-
033545406003;Damnatz;-;-;-;-;-
033545406004;Dannenberg (Elbe), Stadt;-;-;-;-;-
033545406006;Göhrde;-;-;-;-;-
033545406008;Gusborn;-;-;-;-;-
033545406009;Hitzacker (Elbe), Stadt;-;-;-;-;-
033545406011;Jameln;-;-;-;-;-
033545406012;Karwitz;-;-;-;-;-
033545406014;Langendorf;-;-;-;-;-
033545406019;Neu Darchau;-;-;-;-;-
033545406027;Zernien;-;-;-;-;-
033545407001;Bergen an der Dumme, Flecken;-;-;-;-;-
033545407002;Clenze, Flecken;-;-;-;-;-
033545407013;Küsten;-;-;-;-;-
033545407015;Lemgow;-;-;-;-;-
033545407016;Luckau (Wendland);-;-;-;-;-
033545407017;Lübbow;-;-;-;-;-
033545407018;Lüchow (Wendland), Stadt;-;-;-;-;-
033545407022;Schnega;-;-;-;-;-
033545407023;Trebel;-;-;-;-;-
033545407024;Waddeweitz;-;-;-;-;-
033545407025;Woltersdorf;-;-;-;-;-
033545407026;Wustrow (Wendland), Stadt;-;-;-;-;-
033550001001;Adendorf;-;-;-;-;-
033550009009;Bleckede, Stadt;-;-;-;-;-
033550022022;Lüneburg, Hansestadt;-;-;-;-;-
033550049049;Amt Neuhaus;-;-;-;-;-
033555401002;Amelinghausen;-;-;-;-;-
033555401008;Betzendorf;-;-;-;-;-
033555401027;Oldendorf (Luhe);-;-;-;-;-
033555401029;Rehlingen;-;-;-;-;-
033555401034;Soderstorf;-;-;-;-;-
033555402004;Bardowick, Flecken;-;-;-;-;-
033555402007;Barum;-;-;-;-;-
033555402017;Handorf;-;-;-;-;-
033555402023;Mechtersen;-;-;-;-;-
033555402028;Radbruch;-;-;-;-;-
033555402039;Vögelsen;-;-;-;-;-
033555402042;Wittorf;-;-;-;-;-
033555403010;Boitze;-;-;-;-;-
033555403012;Dahlem;-;-;-;-;-
033555403013;Dahlenburg, Flecken;-;-;-;-;-
033555403025;Nahrendorf;-;-;-;-;-
033555403037;Tosterglope;-;-;-;-;-
033555404020;Kirchgellersen;-;-;-;-;-
033555404031;Reppenstedt;-;-;-;-;-
033555404035;Südergellersen;-;-;-;-;-
033555404041;Westergellersen;-;-;-;-;-
033555405006;Barnstedt;-;-;-;-;-
033555405014;Deutsch Evern;-;-;-;-;-
033555405016;Embsen;-;-;-;-;-
033555405024;Melbeck;-;-;-;-;-
033555406005;Barendorf;-;-;-;-;-
033555406026;Neetze;-;-;-;-;-
033555406030;Reinstorf;-;-;-;-;-
033555406036;Thomasburg;-;-;-;-;-
033555406038;Vastorf;-;-;-;-;-
033555406040;Wendisch Evern;-;-;-;-;-
033555407003;Artlenburg, Flecken;-;-;-;-;-
033555407011;Brietlingen;-;-;-;-;-
033555407015;Echem;-;-;-;-;-
033555407018;Hittbergen;-;-;-;-;-
033555407019;Hohnstorf (Elbe);-;-;-;-;-
033555407021;Lüdersburg;-;-;-;-;-
033555407032;Rullstorf;-;-;-;-;-
033555407033;Scharnebeck;-;-;-;-;-
033560002002;Grasberg;-;-;-;-;-
033560005005;Lilienthal;-;-;-;-;-
033560007007;Osterholz-Scharmbeck, Stadt;-;-;-;-;-
033560008008;Ritterhude;-;-;-;-;-
033560009009;Schwanewede;-;-;-;-;-
033560011011;Worpswede;-;-;-;-;-
033565401001;Axstedt;-;-;-;-;-
033565401003;Hambergen;-;-;-;-;-
033565401004;Holste;-;-;-;-;-
033565401006;Lübberstedt;-;-;-;-;-
033565401010;Vollersode;-;-;-;-;-
033570008008;Bremervörde, Stadt;-;-;-;-;-
033570016016;Gnarrenburg;-;-;-;-;-
033570039039;Rotenburg (Wümme), Stadt;-;-;-;-;-
033570041041;Scheeßel;-;-;-;-;-
033570051051;Visselhövede, Stadt;-;-;-;-;-
033575401006;Bothel;-;-;-;-;-
033575401009;Brockel;-;-;-;-;-
033575401024;Hemsbünde;-;-;-;-;-
033575401025;Hemslingen;-;-;-;-;-
033575401031;Kirchwalsede;-;-;-;-;-
033575401054;Westerwalsede;-;-;-;-;-
033575402015;Fintel;-;-;-;-;-
033575402023;Helvesiek;-;-;-;-;-
033575402033;Lauenbrück;-;-;-;-;-
033575402046;Stemmen;-;-;-;-;-
033575402049;Vahlde;-;-;-;-;-
033575403002;Alfstedt;-;-;-;-;-
033575403004;Basdahl;-;-;-;-;-
033575403012;Ebersdorf;-;-;-;-;-
033575403027;Hipstedt;-;-;-;-;-
033575403035;Oerel;-;-;-;-;-
033575404003;Anderlingen;-;-;-;-;-
033575404011;Deinstedt;-;-;-;-;-
033575404014;Farven;-;-;-;-;-
033575404036;Ostereistedt;-;-;-;-;-
033575404038;Rhade;-;-;-;-;-
033575404040;Sandbostel;-;-;-;-;-
033575404042;Seedorf;-;-;-;-;-
033575404043;Selsingen;-;-;-;-;-
033575405017;Groß Meckelsen;-;-;-;-;-
033575405019;Hamersen;-;-;-;-;-
033575405029;Kalbe;-;-;-;-;-
033575405032;Klein Meckelsen;-;-;-;-;-
033575405034;Lengenbostel;-;-;-;-;-
033575405044;Sittensen;-;-;-;-;-
033575405048;Tiste;-;-;-;-;-
033575405050;Vierden;-;-;-;-;-
033575405056;Wohnste;-;-;-;-;-
033575406001;Ahausen;-;-;-;-;-
033575406005;Bötersen;-;-;-;-;-
033575406020;Hassendorf;-;-;-;-;-
033575406022;Hellwege;-;-;-;-;-
033575406028;Horstedt;-;-;-;-;-
033575406037;Reeßum;-;-;-;-;-
033575406045;Sottrum;-;-;-;-;-
033575407007;Breddorf;-;-;-;-;-
033575407010;Bülstedt;-;-;-;-;-
033575407026;Hepstedt;-;-;-;-;-
033575407030;Kirchtimke;-;-;-;-;-
033575407047;Tarmstedt;-;-;-;-;-
033575407052;Vorwerk;-;-;-;-;-
033575407053;Westertimke;-;-;-;-;-
033575407055;Wilstedt;-;-;-;-;-
033575408013;Elsdorf;-;-;-;-;-
033575408018;Gyhum;-;-;-;-;-
033575408021;Heeslingen;-;-;-;-;-
033575408057;Zeven, Stadt;-;-;-;-;-
033580002002;Bispingen;-;-;-;-;-
033580008008;Bad Fallingbostel, Stadt;-;-;-;-;-
033580016016;Munster, Stadt;-;-;-;-;-
033580017017;Neuenkirchen;-;-;-;-;-
033580019019;Schneverdingen, Stadt;-;-;-;-;-
033580021021;Soltau, Stadt;-;-;-;-;-
033580023023;Wietzendorf;-;-;-;-;-
033580024024;Walsrode, Stadt;-;-;-;-;-
033585401001;Ahlden (Aller), Flecken;-;-;-;-;-
033585401006;Eickeloh;-;-;-;-;-
033585401011;Grethem;-;-;-;-;-
033585401012;Hademstorf;-;-;-;-;-
033585401014;Hodenhagen;-;-;-;-;-
033585402003;Böhme;-;-;-;-;-
033585402009;Frankenfeld;-;-;-;-;-
033585402013;Häuslingen;-;-;-;-;-
033585402018;Rethem (Aller), Stadt;-;-;-;-;-
033585403005;Buchholz (Aller);-;-;-;-;-
033585403007;Essel;-;-;-;-;-
033585403010;Gilten;-;-;-;-;-
033585403015;Lindwedel;-;-;-;-;-
033585403020;Schwarmstedt;-;-;-;-;-
033589501501;Osterheide, gemfr. Bezirk;-;-;-;-;-
033590010010;Buxtehude, Hansestadt;-;-;-;-;-
033590013013;Drochtersen;-;-;-;-;-
033590028028;Jork;-;-;-;-;-
033590038038;Stade, Hansestadt;-;-;-;-;-
033595401003;Apensen;-;-;-;-;-
033595401006;Beckdorf;-;-;-;-;-
033595401037;Sauensiek;-;-;-;-;-
033595402011;Deinste;-;-;-;-;-
033595402017;Fredenbeck;-;-;-;-;-
033595402031;Kutenholz;-;-;-;-;-
033595403002;Ahlerstedt;-;-;-;-;-
033595403005;Bargstedt;-;-;-;-;-
033595403008;Brest;-;-;-;-;-
033595403023;Harsefeld, Flecken;-;-;-;-;-
033595405001;Agathenburg;-;-;-;-;-
033595405007;Bliedersdorf;-;-;-;-;-
033595405012;Dollern;-;-;-;-;-
033595405027;Horneburg, Flecken;-;-;-;-;-
033595405034;Nottensdorf;-;-;-;-;-
033595406020;Grünendeich;-;-;-;-;-
033595406021;Guderhandviertel;-;-;-;-;-
033595406026;Hollern-Twielenfleth;-;-;-;-;-
033595406032;Mittelnkirchen;-;-;-;-;-
033595406033;Neuenkirchen;-;-;-;-;-
033595406039;Steinkirchen;-;-;-;-;-
033595407004;Balje;-;-;-;-;-
033595407018;Freiburg (Elbe), Flecken;-;-;-;-;-
033595407030;Krummendeich;-;-;-;-;-
033595407035;Oederquart;-;-;-;-;-
033595407040;Wischhafen;-;-;-;-;-
033595409009;Burweg;-;-;-;-;-
033595409014;Düdenbüttel;-;-;-;-;-
033595409015;Engelschoff;-;-;-;-;-
033595409016;Estorf;-;-;-;-;-
033595409019;Großenwörden;-;-;-;-;-
033595409022;Hammah;-;-;-;-;-
033595409024;Heinbockel;-;-;-;-;-
033595409025;Himmelpforten;-;-;-;-;-
033595409029;Kranenburg;-;-;-;-;-
033595409036;Oldendorf;-;-;-;-;-
033600004004;Bienenbüttel;-;-;-;-;-
033600025025;Uelzen, Hansestadt;-;-;-;-;-
033605404015;Oetzen;-;-;-;-;-
033605404016;Rätzlingen;-;-;-;-;-
033605404018;Rosche;-;-;-;-;-
033605404022;Stoetze;-;-;-;-;-
033605404024;Suhlendorf;-;-;-;-;-
033605405007;Eimke;-;-;-;-;-
033605405009;Gerdau;-;-;-;-;-
033605405023;Suderburg;-;-;-;-;-
033605407001;Altenmedingen;-;-;-;-;-
033605407002;Bad Bevensen, Stadt;-;-;-;-;-
033605407003;Barum;-;-;-;-;-
033605407006;Ebstorf,Klosterflecken;-;-;-;-;-
033605407008;Emmendorf;-;-;-;-;-
033605407010;Hanstedt;-;-;-;-;-
033605407011;Himbergen;-;-;-;-;-
033605407012;Jelmstorf;-;-;-;-;-
033605407014;Natendorf;-;-;-;-;-
033605407017;Römstedt;-;-;-;-;-
033605407019;Schwienau;-;-;-;-;-
033605407026;Weste;-;-;-;-;-
033605407029;Wriedel;-;-;-;-;-
033605408005;Bad Bodenteich, Flecken;-;-;-;-;-
033605408013;Lüder;-;-;-;-;-
033605408020;Soltendieck;-;-;-;-;-
033605408030;Wrestedt;-;-;-;-;-
033610001001;Achim, Stadt;-;-;-;-;-
033610003003;Dörverden;-;-;-;-;-
033610005005;Kirchlinteln;-;-;-;-;-
033610006006;Langwedel, Flecken;-;-;-;-;-
033610008008;Ottersberg, Flecken;-;-;-;-;-
033610009009;Oyten;-;-;-;-;-
033610012012;Verden (Aller), Stadt;-;-;-;-;-
033615401002;Blender;-;-;-;-;-
033615401004;Emtinghausen;-;-;-;-;-
033615401010;Riede;-;-;-;-;-
033615401013;Thedinghausen;-;-;-;-;-
034010000000;Delmenhorst, Stadt;-;-;-;-;-
034020000000;Emden, Stadt;-;-;-;-;-
034030000000;Oldenburg (Oldenburg), Stadt;22;13;9;0,0;364,2
034040000000;Osnabrück, Stadt;12;.;.;0,0;270,0
034050000000;Wilhelmshaven, Stadt;-;-;-;-;-
034510001001;Apen;-;-;-;-;-
034510002002;Bad Zwischenahn;-;-;-;-;-
034510004004;Edewecht;-;-;-;-;-
034510005005;Rastede;-;-;-;-;-
034510007007;Westerstede, Stadt;-;-;-;-;-
034510008008;Wiefelstede;-;-;-;-;-
034520001001;Aurich, Stadt;-;-;-;-;-
034520002002;Baltrum;-;-;-;-;-
034520006006;Großefehn;-;-;-;-;-
034520007007;Großheide;-;-;-;-;-
034520011011;Hinte;-;-;-;-;-
034520012012;Ihlow;-;-;-;-;-
034520013013;Juist, Inselgemeinde;-;-;-;-;-
034520014014;Krummhörn;-;-;-;-;-
034520019019;Norden, Stadt;-;-;-;-;-
034520020020;Norderney, Stadt;-;-;-;-;-
034520023023;Südbrookmerland;-;-;-;-;-
034520025025;Wiesmoor, Stadt;-;-;-;-;-
034520027027;Dornum;-;-;-;-;-
034525401015;Leezdorf;-;-;-;-;-
034525401017;Marienhafe, Flecken;-;-;-;-;-
034525401021;Osteel;-;-;-;-;-
034525401022;Rechtsupweg;-;-;-;-;-
034525401024;Upgant-Schott;-;-;-;-;-
034525401026;Wirdum;-;-;-;-;-
034525403003;Berumbur;-;-;-;-;-
034525403008;Hage, Flecken;-;-;-;-;-
034525403009;Hagermarsch;-;-;-;-;-
034525403010;Halbemond;-;-;-;-;-
034525403016;Lütetsburg;-;-;-;-;-
034530001001;Barßel;-;-;-;-;-
034530002002;Bösel;-;-;-;-;-
034530003003;Cappeln (Oldenburg);-;-;-;-;-
034530004004;Cloppenburg, Stadt;-;-;-;-;-
034530005005;Emstek;-;-;-;-;-
034530006006;Essen (Oldenburg);-;-;-;-;-
034530007007;Friesoythe, Stadt;-;-;-;-;-
034530008008;Garrel;-;-;-;-;-
034530009009;Lastrup;-;-;-;-;-
034530010010;Lindern (Oldenburg);-;-;-;-;-
034530011011;Löningen, Stadt;-;-;-;-;-
034530012012;Molbergen;-;-;-;-;-
034530013013;Saterland;-;-;-;-;-
034540010010;Emsbüren;-;-;-;-;-
034540014014;Geeste;-;-;-;-;-
034540018018;Haren (Ems), Stadt;-;-;-;-;-
034540019019;Haselünne, Stadt;-;-;-;-;-
034540032032;Lingen (Ems), Stadt;-;-;-;x;307,6
034540035035;Meppen, Stadt;-;-;-;-;-
034540041041;Papenburg, Stadt;-;-;-;-;-
034540044044;Rhede (Ems);-;-;-;-;-
034540045045;Salzbergen;-;-;-;-;-
034540054054;Twist;-;-;-;-;-
034545401007;Dersum;-;-;-;-;-
034545401008;Dörpen;-;-;-;-;-
034545401020;Heede;-;-;-;-;-
034545401025;Kluse;-;-;-;-;-
034545401030;Lehe;-;-;-;-;-
034545401037;Neubörger;-;-;-;-;-
034545401038;Neulehe;-;-;-;-;-
034545401056;Walchum;-;-;-;-;-
034545401060;Wippingen;-;-;-;-;-
034545402001;Andervenne;-;-;-;-;-
034545402003;Beesten;-;-;-;-;-
034545402012;Freren, Stadt;-;-;-;-;-
034545402036;Messingen;-;-;-;-;-
034545402053;Thuine;-;-;-;-;-
034545403009;Dohren;-;-;-;-;-
034545403021;Herzlake;-;-;-;-;-
034545403026;Lähden;-;-;-;-;-
034545404013;Fresenburg;-;-;-;-;-
034545404029;Lathen;-;-;-;-;-
034545404039;Niederlangen;-;-;-;-;-
034545404040;Oberlangen;-;-;-;-;-
034545404043;Renkenberge;-;-;-;-;-
034545404052;Sustrum;-;-;-;-;-
034545405002;Bawinkel;-;-;-;-;-
034545405015;Gersten;-;-;-;-;-
034545405017;Handrup;-;-;-;-;-
034545405028;Langen;-;-;-;-;-
034545405031;Lengerich;-;-;-;-;-
034545405059;Wettrup;-;-;-;-;-
034545406004;Bockhorst;-;-;-;-;-
034545406006;Breddenberg;-;-;-;-;-
034545406011;Esterwegen;-;-;-;-;-
034545406022;Hilkenbrook;-;-;-;-;-
034545406051;Surwold;-;-;-;-;-
034545407005;Börger;-;-;-;-;-
034545407016;Groß Berßen;-;-;-;-;-
034545407023;Hüven;-;-;-;-;-
034545407024;Klein Berßen;-;-;-;-;-
034545407047;Sögel;-;-;-;-;-
034545407048;Spahnharrenstätte;-;-;-;-;-
034545407050;Stavern;-;-;-;-;-
034545407058;Werpeloh;-;-;-;-;-
034545408034;Lünne;-;-;-;-;-
034545408046;Schapen;-;-;-;-;-
034545408049;Spelle;-;-;-;-;-
034545409027;Lahn;-;-;-;-;-
034545409033;Lorup;-;-;-;-;-
034545409042;Rastdorf;-;-;-;-;-
034545409055;Vrees;-;-;-;-;-
034545409057;Werlte, Stadt;-;-;-;-;-
034550007007;Jever, Stadt;-;-;-;-;-
034550014014;Sande;-;-;-;-;-
034550015015;Schortens, Stadt;-;-;-;-;-
034550020020;Wangerland;-;-;-;-;-
034550021021;Wangerooge, Nordseebad;-;-;-;-;-
034550025025;Bockhorn;-;-;-;-;-
034550026026;Varel, Stadt;-;-;-;-;-
034550027027;Zetel;-;-;-;-;-
034560001001;Bad Bentheim, Stadt;-;-;-;-;-
034560015015;Nordhorn, Stadt;-;-;-;-;-
034560025025;Wietmarschen;-;-;-;-;-
034565401002;Emlichheim;-;-;-;-;-
034565401009;Hoogstede;-;-;-;-;-
034565401012;Laar;-;-;-;-;-
034565401019;Ringe;-;-;-;-;-
034565402004;Esche;-;-;-;-;-
034565402005;Georgsdorf;-;-;-;-;-
034565402013;Lage;-;-;-;-;-
034565402014;Neuenhaus, Stadt;-;-;-;-;-
034565402017;Osterwald;-;-;-;-;-
034565403003;Engden;-;-;-;-;-
034565403010;Isterberg;-;-;-;-;-
034565403016;Ohne;-;-;-;-;-
034565403018;Quendorf;-;-;-;-;-
034565403020;Samern;-;-;-;-;-
034565403027;Schüttorf, Stadt;-;-;-;-;-
034565404006;Getelo;-;-;-;-;-
034565404007;Gölenkamp;-;-;-;-;-
034565404008;Halle;-;-;-;-;-
034565404011;Itterbeck;-;-;-;-;-
034565404023;Uelsen;-;-;-;-;-
034565404024;Wielen;-;-;-;-;-
034565404026;Wilsum;-;-;-;-;-
034570002002;Borkum, Stadt;-;-;-;-;-
034570012012;Jemgum;-;-;-;-;-
034570013013;Leer (Ostfriesland), Stadt;-;-;-;-;-
034570014014;Moormerland;-;-;-;-;-
034570017017;Ostrhauderfehn;-;-;-;-;-
034570018018;Rhauderfehn;-;-;-;-;-
034570020020;Uplengen;-;-;-;-;-
034570021021;Weener, Stadt;-;-;-;-;-
034570022022;Westoverledingen;-;-;-;-;-
034570024024;Bunde;-;-;-;-;-
034575402003;Brinkum;-;-;-;-;-
034575402009;Firrel;-;-;-;-;-
034575402010;Hesel;-;-;-;-;-
034575402011;Holtland;-;-;-;-;-
034575402015;Neukamperfehn;-;-;-;-;-
034575402019;Schwerinsdorf;-;-;-;-;-
034575403006;Detern, Flecken;-;-;-;-;-
034575403008;Filsum;-;-;-;-;-
034575403016;Nortmoor;-;-;-;-;-
034580003003;Dötlingen;-;-;-;-;-
034580005005;Ganderkesee;-;-;-;-;-
034580007007;Großenkneten;-;-;-;-;-
034580009009;Hatten;-;-;-;-;-
034580010010;Hude (Oldb);-;-;-;-;-
034580013013;Wardenburg;-;-;-;-;-
034580014014;Wildeshausen, Stadt;-;-;-;-;-
034585401001;Beckeln;-;-;-;-;-
034585401002;Colnrade;-;-;-;-;-
034585401004;Dünsen;-;-;-;-;-
034585401006;Groß Ippener;-;-;-;-;-
034585401008;Harpstedt, Flecken;-;-;-;-;-
034585401011;Kirchseelte;-;-;-;-;-
034585401012;Prinzhöfte;-;-;-;-;-
034585401015;Winkelsett;-;-;-;-;-
034590003003;Bad Essen;-;-;-;-;-
034590004004;Bad Iburg, Stadt;-;-;-;-;-
034590005005;Bad Laer;-;-;-;-;-
034590006006;Bad Rothenfelde;-;-;-;-;-
034590008008;Belm;-;-;-;-;-
034590012012;Bissendorf;-;-;-;-;-
034590013013;Bohmte;-;-;-;-;-
034590014014;Bramsche, Stadt;-;-;-;-;-
034590015015;Dissen am Teutoburger Wald, Stadt;-;-;-;-;-
034590019019;Georgsmarienhütte, Stadt;-;-;-;-;-
034590020020;Hagen am Teutoburger Wald;-;-;-;-;-
034590021021;Hasbergen;-;-;-;-;-
034590022022;Hilter am Teutoburger Wald;-;-;-;-;-
034590024024;Melle, Stadt;-;-;-;-;-
034590029029;Ostercappeln;-;-;-;-;-
034590033033;Wallenhorst;-;-;-;-;-
034590034034;Glandorf;-;-;-;-;-
034595401007;Badbergen;-;-;-;-;-
034595401025;Menslage;-;-;-;-;-
034595401028;Nortrup;-;-;-;-;-
034595401030;Quakenbrück, Stadt;-;-;-;-;-
034595402001;Alfhausen;-;-;-;-;-
034595402002;Ankum;-;-;-;-;-
034595402010;Bersenbrück, Stadt;-;-;-;-;-
034595402016;Eggermühlen;-;-;-;-;-
034595402018;Gehrde;-;-;-;-;-
034595402023;Kettenkamp;-;-;-;-;-
034595402031;Rieste;-;-;-;-;-
034595403009;Berge;-;-;-;-;-
034595403011;Bippen;-;-;-;-;-
034595403017;Fürstenau, Stadt;-;-;-;-;-
034595404026;Merzen;-;-;-;-;-
034595404027;Neuenkirchen;-;-;-;-;-
034595404032;Voltlage;-;-;-;-;-
034600001001;Bakum;-;-;-;-;-
034600002002;Damme, Stadt;-;-;-;-;-
034600003003;Dinklage, Stadt;-;-;-;-;-
034600004004;Goldenstedt;-;-;-;-;-
034600005005;Holdorf;-;-;-;-;-
034600006006;Lohne (Oldenburg), Stadt;-;-;-;-;-
034600007007;Neuenkirchen-Vörden;-;-;-;-;-
034600008008;Steinfeld (Oldenburg);-;-;-;-;-
034600009009;Vechta, Stadt;-;-;-;-;-
034600010010;Visbek;-;-;-;-;-
034610001001;Berne;-;-;-;-;-
034610002002;Brake (Unterweser), Stadt;-;-;-;-;-
034610003003;Butjadingen;-;-;-;-;-
034610004004;Elsfleth, Stadt;-;-;-;-;-
034610005005;Jade;-;-;-;-;-
034610006006;Lemwerder;-;-;-;-;-
034610007007;Nordenham, Stadt;-;-;-;-;-
034610008008;Ovelgönne;-;-;-;-;-
034610009009;Stadland;-;-;-;-;-
034620005005;Friedeburg;-;-;-;-;-
034620007007;Langeoog;-;-;-;-;-
034620014014;Spiekeroog;-;-;-;-;-
034620019019;Wittmund, Stadt;-;-;-;-;-
034625401002;Dunum;-;-;-;-;-
034625401003;Esens, Stadt;-;-;-;-;-
034625401006;Holtgast;-;-;-;-;-
034625401008;Moorweg;-;-;-;-;-
034625401010;Neuharlingersiel;-;-;-;-;-
034625401015;Stedesdorf;-;-;-;-;-
034625401017;Werdum;-;-;-;-;-
034625402001;Blomberg;-;-;-;-;-
034625402004;Eversmeer;-;-;-;-;-
034625402009;Nenndorf;-;-;-;-;-
034625402011;Neuschoo;-;-;-;-;-
034625402012;Ochtersum;-;-;-;-;-
034625402013;Schweindorf;-;-;-;-;-
034625402016;Utarp;-;-;-;-;-
034625402018;Westerholt;-;-;-;-;-
040110000000;Bremen, Stadt;60;34;26;0,1;360,1
040120000000;Bremerhaven, Stadt;-;-;-;-;-
051110000000;Düsseldorf, Stadt;133;76;57;0,1;199,8
051120000000;Duisburg, Stadt;32;21;11;0,0;220,5
051130000000;Essen, Stadt;77;52;25;0,1;208,2
051140000000;Krefeld, Stadt;13;8;5;0,0;219,7
051160000000;Mönchengladbach, Stadt;-;-;-;-;-
051170000000;Mülheim an der Ruhr, Stadt;20;14;6;0,0;212,1
051190000000;Oberhausen, Stadt;18;12;6;0,0;222,3
051200000000;Remscheid, Stadt;-;-;-;-;-
051220000000;Solingen, Klingenstadt;12;.;.;0,0;182,0
051240000000;Wuppertal, Stadt;32;23;9;0,0;185,5
051540004004;Bedburg-Hau;-;-;-;-;-
051540008008;Emmerich am Rhein, Stadt;-;-;-;-;-
051540012012;Geldern, Stadt;-;-;-;-;-
051540016016;Goch, Stadt;-;-;-;-;-
051540020020;Issum;-;-;-;-;-
051540024024;Kalkar, Stadt;-;-;-;-;-
051540028028;Kerken;-;-;-;-;-
051540032032;Kevelaer, Stadt;-;-;-;-;-
051540036036;Kleve, Stadt;-;-;-;-;-
051540040040;Kranenburg;-;-;-;-;-
051540044044;Rees, Stadt;-;-;-;-;-
051540048048;Rheurdt;-;-;-;-;-
051540052052;Straelen, Stadt;-;-;-;-;-
051540056056;Uedem;-;-;-;-;-
051540060060;Wachtendonk;-;-;-;-;-
051540064064;Weeze;-;-;-;-;-
051580004004;Erkrath, Fundort des Neanderthalers, Stadt;-;-;-;-;-
051580008008;Haan, Stadt;-;-;-;-;-
051580012012;Heiligenhaus, Stadt;27;10;17;0,0;200,9
051580016016;Hilden, Stadt;-;-;-;-;-
051580020020;Langenfeld (Rheinland), Stadt;-;-;-;-;-
051580024024;Mettmann, Stadt;-;-;-;-;-
051580026026;Monheim am Rhein, Stadt;-;-;-;-;-
051580028028;Ratingen, Stadt;20;14;6;0,0;203,5
051580032032;Velbert, Stadt;-;-;-;-;-
051580036036;Wülfrath, Stadt;-;-;-;-;-
051620004004;Dormagen, Stadt;-;-;-;-;-
